date,new.ret.total.count,new.ret.total.benefit,new.ret.men.count,new.ret.men.benefit,new.ret.women.count,new.ret.women.benefit,new.spouse.total.count,new.spouse.total.benefit,new.spouse.men.count,new.spouse.men.benefit,new.spouse.women.count,new.spouse.women.benefit
1975-01-01,151615,202.94,94956,224.81,56659,166.26999999999998,25556,95.36,51,82.61,25505,95.39
1975-02-01,110555,195.32000000000002,66899,219.05,43656,158.95000000000002,29205,93.23,54,88.28,29151,93.24
1975-03-01,135611,194.87,81448,218.69,54163,159.05,32369,93,73,87.73,32296,93.02
1975-04-01,130311,194.05,77396,218.78,52915,157.88000000000002,31607,91.79,66,86.26,31541,91.8
1975-05-01,153002,194.14,90062,219.47,62940,157.91,39140,91.25,104,90.93,39036,91.25
1975-06-01,91705,214.97,56599,237.87,35106,178.05,20661,99.42,38,97.01,20623,99.42
1975-07-01,134181,216.94,80147,243.07,54034,178.19,31851,100.48,67,93.25,31784,100.5
1975-08-01,131737,213.72,78949,240.5,52788,173.67,30766,99.6,78,90.19,30688,99.63
1975-09-01,123870,212.23999999999998,73356,240.84,50514,170.7,29660,99.22,67,93.93,29593,99.23
1975-10-01,122103,213.43,72877,241.26999999999998,49226,172.2,27777,98.31,66,83.98,27711,98.34
1975-11-01,108924,212.15,63646,241.73,45278,170.56,25682,98.71,55,90.51,25627,98.73
1975-12-01,112092,212.07,65955,241.3,46137,170.28,26313,98.91,60,95.91,26253,98.92
1976-01-01,166080,224.85000000000002,103699,251.37,62381,180.78,35121,104.82,75,98.4,35046,104.83
1976-02-01,116165,215.75,69007,245.18,47158,172.69,27459,103.12,61,82.37,27398,103.17
1976-03-01,145759,216.26999999999998,86204,245.33,59555,174.2,36182,103.38,71,93.28,36111,103.4
1976-04-01,126794,215.8,74898,245.58,51896,172.82000000000002,29604,100.31,64,89.58,29540,100.34
1976-05-01,120211,217.35000000000002,70484,248.55,49727,173.12,30080,101.05,62,97.75,30018,101.06
1976-06-01,119806,236.37,73453,264.51,46353,191.78,27608,110.92,49,92.39,27559,110.96
1976-07-01,129551,235.70999999999998,76095,267.21999999999997,53456,190.86,29915,109.97,68,97.03,29847,110
1976-08-01,90716,232.79,52125,269.3,38591,183.47,21067,108.03,41,85.04,21026,108.08
1976-09-01,114797,232.31,67084,265.68,47713,185.39000000000001,27430,108.82,63,103.36,27367,108.83
1976-10-01,117563,232.33,68342,266.46999999999997,49221,184.92000000000002,28194,108.7,57,112.41,28137,108.69
1976-11-01,117288,233.23999999999998,68603,267,48685,185.66,27776,108.72,63,99.66,27713,108.75
1976-12-01,110855,232.75,64587,267.04,46268,184.87,26307,109.89,59,96.32,26248,109.92
1977-01-01,155023,244.86,94907,276.42999999999995,60116,195.01,32126,114.45,61,103.01,32065,114.47
1977-02-01,110902,236.48000000000002,66914,269.6,43988,186.09,25784,111.47,49,99.59,25735,111.49
1977-03-01,176729,238.79,104859,272.13,71870,190.15,40906,112.63,75,99.81,40831,112.66
1977-04-01,90282,237.63,53837,271.22999999999996,36445,187.99,19192,110.63,36,88.38,19156,110.68
1977-05-01,177424,238.93,104349,273.17,73075,190.05,45545,110.07,2900,96.82,42645,110.98
1977-06-01,86688,257.08,52119,293.31,34569,202.46,21592,116.71,2180,100.56,19412,118.53
1977-07-01,149372,254.81,86294,291.9,63078,204.06,40094,115.95,6126,100.2,33968,118.79
1977-08-01,142598,255.17,83334,292.69,59264,202.41,37832,115.51,5762,97.18,32070,118.8
1977-09-01,133955,255.05,78163,294.01,55792,200.48000000000002,34322,116.7,4023,95.66,30299,119.49
1977-10-01,128211,254.15,74473,292.95,53738,200.38000000000002,32438,116.2,3044,94.26,29394,118.47
1977-11-01,121064,254.44,70151,294.04,50913,199.89000000000001,30552,115.71,2681,93,27871,117.89
1977-12-01,121219,254.33,70357,293.96999999999997,50862,199.5,30491,116.24,2310,92.87,28181,118.15
1978-01-01,148810,268.51,91570,305.02,57240,210.1,32253,121.79,2129,91.61,30124,123.92
1978-02-01,120095,258.88,70899,298.63,49196,201.58,28609,119.5,2034,91.9,26575,121.61
1978-03-01,135612,262.16,79637,301.46,55975,206.25,30239,120.38,1839,90.66,28400,122.3
1978-04-01,124376,259.96999999999997,71824,300.98999999999995,52552,203.9,29683,120.67,1757,88.33,27926,122.7
1978-05-01,168447,260.77,96936,301.78,71511,205.18,42273,122.11,2122,88.4,40151,123.9
1978-06-01,55030,279.27,32975,317.25,22055,222.47,12672,124.37,496,96.59,12176,125.5
1978-07-01,152529,277.86,86348,322.84000000000003,66181,219.16,35815,131.17,1366,92.39,34449,132.71
1978-08-01,115752,277.34000000000003,65199,325.26,50553,215.55,27269,129.17,990,88.5,26279,130.7
1978-09-01,126240,280.6,71842,327.76,54398,218.31,29574,129.03,1045,90.17,28529,130.45
1978-10-01,115260,278.89,65877,326.02,49383,216.01,27427,129.99,986,91.95,26441,131.41
1978-11-01,102082,277.53,58090,325.13,43992,214.68,24208,129.54,881,90.81,23327,131
1978-12-01,115476,277.89,65546,325.42999999999995,49930,215.48000000000002,26800,129.17,911,89.51,25889,130.57
1979-01-01,153455,296.81,93385,339.46,60070,230.5,31197,137.68,831,89.11,30366,139
1979-02-01,116487,282.46,67906,329.03,48581,217.36,26377,133.13,810,90.63,25567,134.48
1979-03-01,148732,287.85,85891,334.85,62841,223.60999999999999,33267,133.23,971,92.07,32296,134.47
1979-04-01,150063,289.40999999999997,87013,336.31,63050,224.67,32847,133.66,935,91.67,31912,134.89
1979-05-01,168285,288.52,97590,335.04,70695,224.3,39569,132.82,1249,90.8,38320,134.19
1979-06-01,90122,313.62,52261,366.34000000000003,37861,240.84,19650,145.15,487,99.83,19163,146.3
1979-07-01,144024,317.92999999999995,82627,370.35,61397,247.38000000000002,32978,147.34,950,100.91,32028,148.72
1979-08-01,120878,314.91999999999996,69550,369.38,51328,241.13,27427,144.48,887,97.38,26540,146.06
1979-09-01,137152,320.19,81021,373.12,56131,243.78,30235,145.23,918,97.35,29317,146.73
1979-10-01,132099,318.18,77037,372.54,55062,242.12,29841,145.43,931,98.82,28910,146.93
1979-11-01,119883,317.94,69325,372.5,50558,243.14,27920,145.89,865,94.32,27055,147.54
1979-12-01,115923,314.46999999999997,66600,370.01,49323,239.48000000000002,26847,145.36,845,100.72,26002,146.81
1980-01-01,151106,323.54,91059,373.75,60047,247.4,29669,152.44,765,99.36,28904,153.85
1980-02-01,139347,329.82,84492,382.76,54855,248.28,29881,151.61,894,100.92,28987,153.17
1980-03-01,153877,321.08,90381,374.32,63496,245.3,33346,150.45,981,100.24,32365,151.97
1980-04-01,139441,315,80394,369.38,59047,240.97,31205,149.09,900,99.04,30305,150.57
1980-05-01,160608,316.48999999999995,93012,369.97999999999996,67596,242.89000000000001,36791,147.45,1271,101.23,35520,149.1
1980-06-01,102154,358.77,59901,418.2,42253,274.52,22809,168.62,515,106.22,22294,170.06
1980-07-01,134873,355.14000000000004,76741,416.9,58132,273.61,31135,167.67,907,111.61,30228,169.36
1980-08-01,144824,361.77,84550,425.71,60274,272.06,32369,168.75,893,109.17,31476,170.44
1980-09-01,137011,363.17,80354,425.88,56657,274.22999999999996,30778,168.62,835,111.76,29943,170.2
1980-10-01,132140,359.78999999999996,76622,423.48999999999995,55518,271.86,30903,167.11,863,108.62,30040,168.79
1980-11-01,108881,360.09,62766,424.52,46115,272.4,25547,167.16,813,113.74,24734,168.92
1980-12-01,115838,359.25,66501,424.28,49337,271.6,26260,167.94,773,108.56,25487,169.74
1981-01-01,182475,378.92999999999995,113502,436.65000000000003,68973,283.95,34305,177.66,907,108.9,33398,179.53
1981-02-01,124420,359.47999999999996,73656,419.3,50764,272.7,26509,169.82,817,109.82,25692,171.73
1981-03-01,148304,360.81,86181,422.28,62123,275.53,30898,171.35,891,110.4,30007,173.16
1981-04-01,131495,355.55,75908,417.64000000000004,55587,270.76,27854,170.22,767,106.96,27087,172.01
1981-05-01,165297,358.63,95237,420.21,70060,274.91999999999996,39365,169.34,1298,106.69,38067,171.48
1981-06-01,96314,394.6,57246,459.17,39068,299.97999999999996,19296,185.42,424,115.61,18872,186.99
1981-07-01,152876,400.04,88866,466.04,64010,308.40999999999997,32747,187.7,1039,119.62,31708,189.93
1981-08-01,136795,393.67,78141,464.75,58654,298.97999999999996,29477,186.25,909,117.94,28568,188.42
1981-09-01,95038,426.82,57795,489.88,37243,328.96,20272,186.24,794,125.38,19478,188.72
1981-10-01,112501,410.07,66779,476.13,45722,313.59,23054,188.28,736,116.21,22318,190.66
1981-11-01,136785,386.96,77603,458.78,59182,292.78999999999996,30526,189.93,744,118.91,29782,191.7
1981-12-01,117718,396.28,68911,465.42999999999995,48807,298.65000000000003,26793,191.63,688,127.91,26105,193.31
1982-01-01,196272,410.28,120967,469.7,75305,314.82,35844,198.04,838,120.54,35006,199.89
1982-02-01,131693,371.72999999999996,74510,447.37,57183,273.17,28267,191.01,727,122.89,27540,192.8
1982-03-01,139298,381.89,79132,455.28999999999996,60166,285.34000000000003,30286,192.2,958,121.75,29328,194.5
1982-04-01,142387,382.78999999999996,81990,453.64000000000004,60397,286.62,30745,190.64,1021,116.97,29724,193.17
1982-05-01,143534,385.58,83358,454.46,60176,290.16,31599,189.53,1199,125.47,30400,192.05
1982-06-01,80561,379.97999999999996,43955,458.15000000000003,36606,286.11,18837,201.69,453,118.32,18384,203.74
1982-07-01,137972,419.96,82995,486.46,54977,319.57,32741,187.92,1179,122.36,31562,190.37
1982-08-01,148620,413.5,86456,488.22999999999996,62164,309.57,32486,202.21,1034,122.5,31452,204.83
1982-09-01,133444,408.62,76951,484.21,56493,305.66,28905,204.77,840,128.63,28065,207.05
1982-10-01,131786,406.7,76433,481.78,55353,303.01,28567,203.73,973,125.01,27594,206.51
1982-11-01,121962,408.05,70520,484.14000000000004,51442,303.74,27283,203.91,929,124.01,26354,206.72
1982-12-01,117915,410.95,69096,486.84000000000003,48819,303.53,25968,204.29,932,127.8,25036,207.14
1983-01-01,193889,429.09,120262,494.89,73627,321.62,33926,214.99,997,126.66,32929,217.66
1983-02-01,124912,410.13,73299,484.6,51613,304.36,27051,212.47,885,128.18,26166,215.32
1983-03-01,140061,406.58,81715,479.76,58346,304.09,30200,206.71,1098,126.23,29102,209.75
1983-04-01,165938,407.31,97664,478.59,68274,305.34000000000003,34779,203.72,1210,131.89,33569,206.31
1983-05-01,140002,404.81,81218,476.32,58784,306,30925,203.53,1231,128.69,29694,206.63
1983-06-01,133389,406.86,77004,479.71,56385,307.36,28628,204.57,949,125.33,27679,207.28
1983-07-01,138259,404.75,79683,475.25,58576,308.85,29470,203.56,987,125.75,28483,206.26
1983-08-01,140901,407.76,81917,480.53,58984,306.7,30366,203.43,1088,127.22,29278,206.26
1983-09-01,134038,404.41999999999996,77640,477.72999999999996,56398,303.48999999999995,30505,200.34,984,126.1,29521,202.81
1983-10-01,131578,401.83,75926,475.59,55652,301.2,29865,199.91,1012,127.32,28853,202.45
1983-11-01,136144,398.26,77790,473.68,58354,297.71,31796,200.75,1187,126.54,30609,203.63
1983-12-01,90701,410.22999999999996,51611,491.78999999999996,39090,302.53,18859,206.79,533,122.6,18326,209.24
1984-01-01,186953,432.69,114447,501.16,72506,324.61,34502,212.64,1158,133.04,33344,215.41
1984-02-01,130790,415.76,76293,492.74,54497,307.98999999999995,28833,208.99,979,132.2,27854,211.69
1984-03-01,151374,417.12,87626,492.37,63748,313.69,32856,208.16,1301,132.41,31555,211.28
1984-04-01,138625,412.62,79965,487.31,58660,310.81,30601,207.16,1216,132.65,29385,210.24
1984-05-01,128705,412.7,74606,487.2,54099,309.96,28419,206.71,1168,133.81,27251,209.83
1984-06-01,134400,411.44,77548,485.45,56852,310.48999999999995,29469,206.58,1131,126.61,28338,209.77
1984-07-01,129097,414.56,74736,487.18,54361,314.71,27145,207.49,1005,126.12,26140,210.62
1984-08-01,118841,409.01,68148,485.61,50693,306.03,25303,208.45,832,119.97,24471,211.46
1984-09-01,136698,409.72999999999996,78580,485.88,58118,306.76,29997,205.31,1101,123.15,28896,208.44
1984-10-01,126206,409.57,72495,487.02,53711,305.03,27218,206.55,916,130.26,26302,209.21
1984-11-01,138852,408.87,79991,485.16,58861,305.2,30511,206.13,1194,126.06,29317,209.39
1984-12-01,91686,429.46,52702,511.25,38984,318.88,17834,212.54,517,128.89,17317,215.04
1985-01-01,196866,452.13,120796,523.47,76070,338.85,34828,219.31,1161,131.01,33667,222.36
1985-02-01,132364,431.5,77248,511.90999999999997,55116,318.81,28333,216.66,957,135.48,27376,219.5
1985-03-01,157043,431.54,91422,508.90999999999997,65621,323.76,32589,214.63,1297,133.09,31292,218.01
1985-04-01,150053,427.86,87247,505.74,62806,319.66,32294,215.32,1266,136.63,31028,218.53
1985-05-01,139229,427.62,81120,505.4,58109,319.04,31284,213.89,1175,131.62,30109,217.1
1985-06-01,135741,428.76,79096,506.08,56645,320.78999999999996,29814,212.68,1098,128.9,28716,215.88
1985-07-01,140585,435.01,82251,510.91999999999996,58334,327.96999999999997,29418,214.7,1070,132.57,28348,217.8
1985-08-01,140224,428.71,81719,506.96999999999997,58505,319.40999999999997,30211,213.42,1109,130.33,29102,216.58
1985-09-01,134566,426.51,77609,505.85,56957,318.4,28916,213.38,1061,128.24,27855,216.63
1985-10-01,127886,426.11,73983,506.7,53903,315.51,27189,215.09,1033,134.78,26156,218.26
1985-11-01,139363,425.90999999999997,80206,506.74,59157,316.31,31100,213.56,1343,132.06,29757,217.24
1985-12-01,96570,443.09,55407,530.03,41163,326.06,20582,219.39,685,128.24,19897,222.53
1986-01-01,196252,473.63,121068,549.03,75184,352.21,35856,226.88,1295,133.08,34561,230.39
1986-02-01,142638,451.45,83484,534.39,59154,334.39,29551,222.01,1070,135.85,28481,225.25
1986-03-01,158242,452.28,92300,535.47,65942,335.83,32668,223.03,1316,135.99,31352,226.68
1986-04-01,148795,450.02,86544,533.2800000000001,62251,334.27,31348,221.58,1160,135.93,30188,224.87
1986-05-01,147127,451.46,86229,533.9499999999999,60898,334.64000000000004,31099,221.64,1305,138.13,29794,225.3
1986-06-01,142200,450.24,82964,532.7,59236,334.74,29583,220.67,1171,133,28412,224.28
1986-07-01,142411,455.17,82826,537.59,59585,340.59,29336,224.05,1037,135.68,28299,227.29
1986-08-01,139943,449.66,81303,533.1700000000001,58640,333.88,29528,223.33,1108,135.07,28420,226.77
1986-09-01,143152,446.2,82692,531.6700000000001,60460,329.32,30466,221.82,1225,130.95,29241,225.63
1986-10-01,132738,447.98999999999995,76823,534.7,55915,328.86,27838,222.48,1048,135.56,26790,225.88
1986-11-01,141134,448.37,81893,534.4499999999999,59241,329.39,30034,223.38,1264,138.39,28770,227.11
1986-12-01,99616,456.92999999999995,57120,548.3499999999999,42496,334.04,20808,223.67,764,131.65,20044,227.18
1987-01-01,199378,486.89,121951,567.7,77427,359.61,35153,234.13,1287,140.26,33866,237.7
1987-02-01,137696,466.19,80452,554.99,57244,341.38,27458,229.88,921,139.85,26537,233.01
1987-03-01,150983,464.34000000000003,87626,552.08,63357,342.98999999999995,30437,228.22,1349,136.91,29088,232.46
1987-04-01,141995,459.84000000000003,81553,548.9499999999999,60442,339.59,29183,227.15,1153,140.22,28030,230.73
1987-05-01,140279,462.46,81813,549.5,58466,340.68,28910,228.14,1118,136.44,27792,231.82
1987-06-01,159470,462.66,92595,548.52,66875,343.77,33339,226.07,1356,131.16,31983,230.1
1987-07-01,140281,469.57,80973,557.6800000000001,59308,349.27,26129,232.66,775,134.45,25354,235.67
1987-08-01,123915,462.75,71578,550.49,52337,342.76,24863,229.78,997,139.44,23866,233.56
1987-09-01,129785,460.14000000000004,74430,550.03,55355,339.26,25862,230.23,1000,140.55,24862,233.84
1987-10-01,131455,461.48999999999995,75752,551.6800000000001,55703,338.83,26540,229.4,1067,145.25,25473,232.93
1987-11-01,131031,460.94,75648,550.3299999999999,55383,338.84000000000003,26264,229.49,1112,135.54,25152,233.65
1987-12-01,95448,484.01,54697,580,40751,355.16,19195,239.04,600,142.75,18595,242.15
1988-01-01,189685,514.03,115370,601.87,74315,377.67,31511,246.51,1162,145.56,30349,250.38
1988-02-01,140419,488.62,82014,582.51,58405,356.77,26127,241.74,898,146.07,25229,245.15
1988-03-01,138268,485.71999999999997,79904,578.71,58364,358.40999999999997,26826,240.53,1085,146.01,25741,244.51
1988-04-01,146474,482.82,84862,574.74,61612,356.21,29033,240.63,1206,147.83,27827,244.65
1988-05-01,134135,481.90999999999997,77614,573.8599999999999,56521,355.64000000000004,26488,239.56,1164,149.88,25324,243.68
1988-06-01,131476,484.19,75966,576.99,55510,357.21,25694,239.32,948,148.29,24746,242.8
1988-07-01,139041,490.62,80914,581.3399999999999,58127,364.34000000000003,26623,241.11,977,150.09,25646,244.58
1988-08-01,130640,483.88,75410,576.89,55230,356.88,25643,240.02,905,140.33,24738,243.67
1988-09-01,135359,480.15000000000003,77952,573.8299999999999,57407,352.96,26439,240.03,1004,142.83,25435,243.87
1988-10-01,139225,481.46999999999997,80007,575.97,59218,353.8,27194,240.86,1043,144.11,26151,244.72
1988-11-01,139657,482.51,80607,576.76,59050,353.86,27927,241.4,1179,146.88,26748,245.57
1988-12-01,89689,504.88,51168,607.02,38521,369.2,17424,249.91,553,147.31,16871,253.27
1989-01-01,185080,540.07,112757,633.02,72323,395.16,30410,260.91,1024,155.59,29386,264.58
1989-02-01,139072,517.4,81503,616.7700000000001,57569,376.71,24868,256.89,819,161.85,24049,260.13
1989-03-01,137997,515.2900000000001,80511,613.42,57486,377.87,25812,255.86,947,155,24865,259.7
1989-04-01,147405,512.43,85724,611.3599999999999,61681,374.94,28043,254.48,962,164.05,27081,257.7
1989-05-01,138045,509.5,79516,608.48,58529,375.03,26515,254.2,977,159.74,25538,257.81
1989-06-01,139865,511.21,81209,609.15,58656,375.61,27391,253.74,953,158.77,26438,257.17
1989-07-01,139155,519.2900000000001,80973,615.49,58182,385.40999999999997,26191,254.73,916,161.69,25275,258.1
1989-08-01,130657,513.4,75563,611.42,55094,378.96999999999997,24807,257.47,773,155.35,24034,260.75
1989-09-01,139562,509.68,80501,608.76,59061,374.63,27276,254.42,892,159.21,26384,257.64
1989-10-01,128271,511.21999999999997,73819,611.73,54452,374.96999999999997,24227,254.7,807,163.04,23420,257.86
1989-11-01,138091,514.7800000000001,80122,615.41,57969,375.7,27143,256.52,1022,162.97,26121,260.18
1989-12-01,93544,538.7,53695,647.5,39849,392.1,17815,267.08,466,167.75,17349,269.75
1990-01-01,186782,576.4499999999999,114146,675.8499999999999,72636,420.25,30009,278.25,965,171.92,29044,281.78
1990-02-01,137756,550.39,81028,655.66,56728,400.04,25579,271.9,873,172.86,24706,275.4
1990-03-01,173635,553.41,101815,657.71,71820,405.54,33223,269.83,1346,173.51,31877,273.9
1990-04-01,118857,538.43,68469,645.48,50388,392.96999999999997,22717,269.33,736,165.55,21981,272.81
1990-05-01,141149,544.9,82065,648.61,59084,400.85,26322,269.18,905,162.63,25417,272.97
