date,ret.total.count,ret.total.benefit,ret.men.count,ret.men.benefit,ret.women.count,ret.women.benefit,spouse.total.count,spouse.total.benefit,spouse.men.count,spouse.men.benefit,spouse.women.count,spouse.women.benefit
1967-01-01,11713055,84.55,7062629,93.49000000000001,4650426,70.98,2641331,43.9,11407,42.08,2629924,43.91
1967-02-01,11730905,84.66999999999999,7071093,93.63,4659812,71.08,2639607,43.94,10137,42.45,2629470,43.95
1967-03-01,11651066,84.7,7008957,93.69,4642109,71.13,2606117,43.94,9922,42.56,2596195,43.94
1967-04-01,11705026,84.8,7043619,93.82,4661407,71.16,2625954,43.99,9940,42.54,2616014,44
1967-05-01,11659549,84.88,7010336,93.92,4649213,71.26,2605526,44.03,9780,42.62,2595746,44.04
1967-06-01,11745225,84.97,7048693,94.03,4696532,71.36,2618545,44.1,9829,42.64,2608716,44.1
1967-07-01,11819998,85.06,7081819,94.11999999999999,4738179,71.53,2632835,44.14,9844,42.65,2622991,44.14
1967-08-01,11863800,85.11,7096011,94.14999999999999,4767789,71.64999999999999,2636429,44.14,9836,42.68,2626593,44.15
1967-09-01,11886549,85.2,7099118,94.27,4787431,71.75,2633994,44.19,9807,42.74,2624187,44.19
1967-10-01,11929226,85.25,7120098,94.35,4809128,71.79,2637595,44.21,9748,42.78,2627847,44.21
1967-11-01,11972344,85.31,7138104,94.43,4834240,71.85,2642128,44.22,9698,42.8,2632430,44.23
1967-12-01,12019371,85.36999999999999,7160800,94.49000000000001,4858571,71.92,2645158,44.24,9655,42.82,2635503,44.24
1968-01-01,11614392,84.66,6881996,93.77,4732396,71.42,2550990,43.83,9196,42.73,2541794,43.83
1968-02-01,12179295,98.25,7259892,108.31,4919403,83.41000000000001,2664271,51.01,9624,48.98,2654647,51.02
1968-03-01,12085503,98.2,7192454,108.27,4893049,83.39,2634725,51.01,9409,49.04,2625316,51.01
1968-04-01,12095524,98.22,7189793,108.33,4905731,83.41000000000001,2634066,51.01,9299,49.07,2624767,51.01
1968-05-01,12133912,98.26,7202081,108.38,4931831,83.48,2634421,51.01,9334,49.07,2625087,51.02
1968-06-01,12188476,98.33,7224321,108.45,4964155,83.59,2635481,51.03,9319,49.06,2626162,51.04
1968-07-01,12234228,98.41000000000001,7239633,108.53,4994595,83.75,2638002,51.05,9349,49.15,2628653,51.06
1968-08-01,12154067,98.57,7183273,108.66999999999999,4970794,83.99000000000001,2616150,51.04,9200,49.36,2606950,51.04
1968-09-01,12335002,98.6,7276499,108.73,5058503,84.02,2643387,51.1,9326,49.33,2634061,51.11
1968-10-01,12237501,98.59,7207110,108.82,5030391,83.93,2618134,51.12,9083,49.27,2609051,51.12
1968-11-01,12324936,98.75,7256732,108.96000000000001,5068204,84.14,2634091,51.16,9173,49.3,2624918,51.17
1968-12-01,12421371,98.86,7309987,109.08,5111384,84.24000000000001,2645521,51.21,9172,49.33,2636349,51.22
1969-01-01,12466366,98.94000000000001,7325697,109.19,5140669,84.33,2646567,51.23,9149,49.33,2637418,51.23
1969-02-01,12490995,99.28,7343060,109.59,5147935,84.58,2640072,51.37,9047,49.44,2631025,51.37
1969-03-01,12498674,99.36,7347483,109.69,5151191,84.61999999999999,2639262,51.39,8944,49.47,2630318,51.39
1969-04-01,12506233,99.42,7346316,109.77,5159917,84.69,2634806,51.42,8894,49.58,2625912,51.42
1969-05-01,12530309,99.47,7349954,109.84,5180355,84.77,2631328,51.44,8843,49.58,2622485,51.44
1969-06-01,12581528,99.69,7370732,110.1,5210796,84.97,2633531,51.57,8841,49.71,2624690,51.57
1969-07-01,12642265,99.84,7392579,110.26,5249686,85.16,2637359,51.65,8871,49.76,2628488,51.65
1969-08-01,12716140,99.98,7421624,110.38,5294516,85.4,2644918,51.68,8912,49.89,2636006,51.68
1969-09-01,12768087,100.05,7446882,110.48,5321205,85.46000000000001,2650955,51.7,8897,49.88,2642058,51.71
1969-10-01,12761636,100.09,7438279,110.55,5323357,85.48,2647014,51.71,8825,49.8,2638189,51.72
1969-11-01,12785459,100.28,7445208,110.8,5340251,85.61999999999999,2645378,51.83,8789,49.93,2636589,51.83
1969-12-01,12823677,100.4,7459009,110.95,5364668,85.72,2644416,51.88,8738,49.94,2635678,51.89
1970-01-01,12856241,100.49000000000001,7470485,111.08,5385756,85.81,2645236,51.91,8703,50.01,2636533,51.92
1970-02-01,12941180,100.76,7528289,111.35,5412891,86.03,2654594,51.99,8655,50.06,2645939,52
1970-03-01,13031508,116.93,7578459,129.09,5453049,100.03,2664682,60.76,8633,57.86,2656049,60.77
1970-04-01,12956633,116.98,7536144,129.1,5420489,100.13,2642878,60.81,8497,57.95,2634381,60.82
1970-05-01,12990097,116.99000000000001,7534991,129.18,5455106,100.14999999999999,2642092,60.79,8460,57.99,2633632,60.8
1970-06-01,13066466,117.1,7570116,129.32000000000002,5496350,100.27,2650508,60.83,8481,58.02,2642027,60.84
1970-07-01,13115234,117.22,7584933,129.43,5530301,100.46000000000001,2651435,60.85,8496,58.15,2642939,60.86
1970-08-01,13207672,117.4,7626442,129.59,5581230,100.74000000000001,2661602,60.88,8542,58.25,2653060,60.89
1970-09-01,13254332,117.51,7649138,129.73999999999998,5605194,100.84,2665166,60.91,8510,58.29,2656656,60.92
1970-10-01,13277245,117.79,7658253,130.1,5618992,101,2664726,61.06,8445,58.39,2656281,61.07
1970-11-01,13309574,117.88,7670381,130.23999999999998,5639193,101.07,2666238,61.08,8405,58.44,2657833,61.09
1970-12-01,13352145,118.1,7690135,130.53,5662010,101.22,2668716,61.19,8351,58.51,2660365,61.2
1971-01-01,13377744,118.22,7699104,130.69,5678640,101.32,2668214,61.22,8304,58.5,2659910,61.23
1971-02-01,13490413,118.54,7768955,131.04,5721458,101.56,2677298,61.3,8277,58.61,2669021,61.31
1971-03-01,13450961,118.63,7742482,131.18,5708479,101.61,2664583,61.34,8183,58.6,2656400,61.35
1971-04-01,13542114,131.1,7785168,144.86,5756946,112.49000000000001,2671807,68.04,8174,64.66,2663633,68.05
1971-05-01,13537865,131.09,7779350,144.86,5758515,112.48,2667613,68.02,8157,64.75,2659456,68.03
1971-06-01,13603779,131.23999999999998,7814077,144.99,5789702,112.66999999999999,2673242,68.07,8158,64.83,2665084,68.08
1971-07-01,13686905,131.36,7845268,145.12,5841637,112.86999999999999,2679906,68.09,8191,64.91,2671715,68.1
1971-08-01,13782417,131.5,7890182,145.26,5892235,113.07,2690147,68.1,8155,64.97,2681992,68.11
1971-09-01,13846861,131.88000000000002,7919908,145.70999999999998,5926953,113.39,2693701,68.27,8169,65.19,2685532,68.28
1971-10-01,13870177,131.92000000000002,7933183,145.76999999999998,5936994,113.4,2698316,68.28,8190,65.11,2690126,68.29
1971-11-01,13890335,132.07,7936199,145.99,5954136,113.51,2697206,68.33,8149,65.19,2689057,68.34
1971-12-01,13925444,132.16,7950322,146.12,5975122,113.6,2697350,68.35,8132,65.24,2689218,68.36
1972-01-01,13988725,132.57,7985759,146.60999999999999,6002966,113.91000000000001,2699940,68.52,8090,65.4,2691850,68.53
1972-02-01,14037678,132.76,8009366,146.83,6028312,114.08,2698693,68.55,8045,65.38,2690648,68.56
1972-03-01,13998574,132.78,7982317,146.87,6016257,114.09,2687371,68.55,7933,65.4,2679438,68.56
1972-04-01,14060130,132.94,8010617,147.06,6049513,114.24000000000001,2693239,68.59,7938,65.62,2685301,68.6
1972-05-01,14099009,133.01,8023087,147.15,6075922,114.34,2695199,68.6,7952,65.68,2687247,68.61
1972-06-01,14181190,133.15,8060543,147.3,6120647,114.52,2706200,68.62,7986,65.81,2698214,68.62
1972-07-01,14265136,133.34,8099514,147.47,6165622,114.79,2716266,68.65,8032,66,2708234,68.66
1972-08-01,14392459,161.47,8158609,178.32000000000002,6233850,139.42000000000002,2727021,83.76,8043,79.65,2718978,83.77
1972-09-01,14394501,161.45000000000002,8164514,178.32000000000002,6229987,139.34,2733686,83.72,8077,79.62,2725609,83.73
1972-10-01,14416601,161.54,8166389,178.46,6250212,139.43,2728868,83.75,8021,79.67,2720847,83.76
1972-11-01,14454618,162,8185032,179,6269586,139.8,2728690,83.95,8042,79.82,2720648,83.96
1972-12-01,14555475,162.35000000000002,8230847,179.44,6324628,140.10999999999999,2734699,84.09,7967,79.97,2726732,84.11
1973-01-01,14602340,163.88000000000002,8262723,179.73999999999998,6339617,143.20999999999998,2742442,84.16,7999,80,2734443,84.18
1973-02-01,14700234,164.17,8320942,180.08,6379292,143.41,2749509,84.22,7946,80,2741563,84.23
1973-03-01,14684443,164.3,8309397,180.23,6375046,143.54,2741686,84.25,7902,80.05,2733784,84.26
1973-04-01,14740130,164.56,8329829,180.47,6410301,143.87,2745175,84.32,7849,80.22,2737326,84.33
1973-05-01,14761261,164.69,8331767,180.6,6429494,144.07,2738684,84.31,7843,80.19,2730841,84.32
1973-06-01,14879677,164.8,8385669,180.72,6494008,144.23999999999998,2756381,84.34,7907,80.27,2748474,84.35
1973-07-01,14948334,164.81,8424362,180.73,6523972,144.25,2760860,84.34,7964,80.52,2752896,84.36
1973-08-01,15043093,165.3,8458388,181.2,6584705,144.87,2770528,84.45,7954,80.44,2762574,84.46
1973-09-01,15106731,165.41,8486432,181.34,6620299,144.99,2777332,84.44,7917,80.46,2769415,84.45
1973-10-01,15142611,165.53,8497086,181.49,6645525,145.13,2779343,84.44,7889,80.49,2771454,84.45
1973-11-01,15307941,166.07,8584935,182.10999999999999,6723006,145.59,2803850,84.63,7921,80.62,2795929,84.64
1973-12-01,15364044,166.42000000000002,8608469,182.55,6755575,145.87,2808395,84.78,7902,80.81,2800493,84.79
1974-01-01,15457848,166.82000000000002,8665425,183.04,6792423,146.14,2811733,84.92,7861,80.85,2803872,84.93
1974-02-01,15490472,166.98000000000002,8678091,183.22,6812381,146.28,2811651,84.95,7834,80.93,2803817,84.96
1974-03-01,15513350,179.28,8687705,196.66,6825645,157.17,2812132,91.45,7791,86.75,2804341,91.47
1974-04-01,15529411,179.35000000000002,8688046,196.76999999999998,6841365,157.20999999999998,2810923,91.45,7749,86.81,2803174,91.46
1974-05-01,15493518,179.39000000000001,8660647,196.83,6832871,157.26999999999998,2799471,91.42,7708,86.63,2791763,91.43
1974-06-01,15588935,186.47,8700824,204.56,6888111,163.62,2806469,95.16,7693,90.06,2798776,95.17
1974-07-01,15659819,186.70999999999998,8728857,204.78,6930962,163.95000000000002,2809044,95.22,7656,90.3,2801388,95.24
1974-08-01,15726168,186.9,8761758,204.97,6964410,164.16,2813498,95.28,7650,90.27,2805848,95.29
1974-09-01,15787405,187.10999999999999,8751745,205.25,7035660,164.54,2819105,95.33,7636,90.43,2811469,95.35
1974-10-01,15846191,187.29,8780170,205.46,7066021,164.72,2823520,95.38,7607,90.51,2815913,95.39
1974-11-01,15908364,187.84,8808669,206.1,7099695,165.19,2825784,95.58,7581,90.76,2818203,95.59
1974-12-01,15958492,188.20999999999998,8832455,206.56,7126037,165.48000000000002,2826022,95.76,7521,90.95,2818501,95.77
1975-01-01,16040839,188.62,8883815,207.06,7157024,165.73,2826016,95.88,7473,91.03,2818543,95.89
1975-02-01,16070281,188.79,8900057,207.29,7170224,165.83,2828611,95.9,7429,90.98,2821182,95.91
1975-03-01,16080406,188.98000000000002,8906066,207.57,7174340,165.89000000000001,2826855,95.98,7372,91.09,2819483,95.99
1975-04-01,16113058,189.10999999999999,8918573,207.76,7194485,165.98000000000002,2827917,96.01,7369,91.09,2820548,96.02
1975-05-01,16166618,189.20999999999998,8941783,207.91,7224835,166.08,2833310,96.01,7374,91.05,2825936,96.02
1975-06-01,16210295,205.16,8980535,225.3,7229760,180.14,2836004,104.43,7356,98.54,2828648,104.44
1975-07-01,16293864,205.47,9032196,225.62,7261668,180.4,2844405,104.52,7344,98.64,2837061,104.54
1975-08-01,16344560,205.59,9035945,225.8,7308615,180.6,2849566,104.54,7347,98.64,2842219,104.56
1975-09-01,16387835,205.79,9054735,226.07,7333100,180.75,2852542,104.6,7324,98.68,2845218,104.62
1975-10-01,16461422,206.3,9089429,226.72,7371993,181.13,2859675,104.83,7331,98.73,2852344,104.85
1975-11-01,16518339,206.58,9130160,227.02,7388179,181.31,2862578,104.91,7289,98.75,2855289,104.92
1975-12-01,16588174,207.18,9163776,227.75,7424398,181.8,2867421,105.19,7263,99.07,2860158,105.21
1976-01-01,16682885,207.7,9221444,228.39000000000001,7461441,182.12,2872604,105.36,7229,99.17,2865375,105.37
1976-02-01,16711176,207.85000000000002,9233187,228.60999999999999,7477989,182.23,2872591,105.41,7183,99,2865408,105.43
1976-03-01,16710708,207.94,9229419,228.79,7481289,182.22,2869734,105.45,7138,99,2862596,105.46
1976-04-01,16693365,208.01,9210533,228.94,7482832,182.25,2861655,105.46,7079,98.98,2854576,105.48
1976-05-01,16715846,208.16,9213364,229.15,7502482,182.39000000000001,2858940,105.5,7060,98.96,2851880,105.52
1976-06-01,16788920,222.37,9247557,244.70999999999998,7541363,194.97,2866753,112.99,7069,105.37,2859684,113.01
1976-07-01,16869015,222.70999999999998,9283826,245.07,7585189,195.33,2873067,113.15,7045,105.71,2866022,113.16
1976-08-01,16911750,222.98000000000002,9300014,245.39000000000001,7611736,195.6,2872721,113.29,7032,105.76,2865689,113.31
1976-09-01,16981768,223.28,9335824,245.76,7645944,195.84,2881005,113.4,7041,105.99,2873964,113.42
1976-10-01,17050349,223.97,9368431,246.60999999999999,7681918,196.37,2887624,113.75,7027,106.34,2880597,113.77
1976-11-01,17116610,224.39000000000001,9399769,247.09,7716841,196.73,2892942,113.89,7000,106.5,2885942,113.91
1976-12-01,17165415,224.86,9420659,247.7,7744756,197.08,2896290,114.13,6996,106.68,2889294,114.15
1977-01-01,17252778,225.39000000000001,9472561,248.37,7780217,197.41,2900757,114.3,6944,106.75,2893813,114.32
1977-02-01,17285615,225.60999999999999,9487748,248.67,7797867,197.55,2900510,114.38,6905,106.79,2893605,114.4
1977-03-01,17264832,225.63,9473999,248.79,7790833,197.46,2893023,114.38,6828,106.62,2886195,114.4
1977-04-01,17280515,225.73999999999998,9476573,248.99,7803942,197.51,2888938,114.42,6778,106.55,2882160,114.43
1977-05-01,17304762,225.92000000000002,9476409,249.25,7828353,197.67,2886625,114.46,7808,105.28,2878817,114.48
1977-06-01,17380343,240.17,9512133,264.92999999999995,7868210,210.23999999999998,2899357,121.93,11541,108.32,2887816,121.98
1977-07-01,17476036,240.56,9556000,265.38,7920036,210.60999999999999,2916207,122.04,17399,105.6,2898808,122.14
1977-08-01,17555887,240.89000000000001,9593794,265.77,7962093,210.9,2929637,122.12,22803,103.64,2906834,122.27
1977-09-01,17630466,241.23999999999998,9630620,266.21999999999997,7999846,211.17,2940649,122.25,26409,102.58,2914240,122.43
1977-10-01,17708627,242.04,9667586,267.2,8041041,211.78,2950718,122.66,29034,101.99,2921684,122.87
1977-11-01,17770979,242.43,9696331,267.68,8074648,212.1,2958972,122.8,31251,101.39,2927721,123.03
1977-12-01,17832484,242.98000000000002,9723815,268.38,8108669,212.53,2964287,123.07,33006,101.05,2931281,123.31
1978-01-01,17911276,243.44,9769148,268.98999999999995,8142128,212.79,2969638,123.18,34656,100.6,2934982,123.45
1978-02-01,17928926,243.83,9773670,269.54,8155256,213.02,2965932,123.34,36078,100.13,2929854,123.62
1978-03-01,17908025,243.94,9756590,269.78999999999996,8151435,213.01,2955688,123.35,36751,99.83,2918937,123.64
1978-04-01,17902417,244.01,9745762,269.96,8156655,213.01,2950811,123.36,37091,99.56,2913720,123.67
1978-05-01,17920626,244.10999999999999,9743450,270.13,8177176,213.12,2948648,123.37,37333,99.42,2911315,123.67
1978-06-01,17923921,260.21,9732077,287.92999999999995,8191844,227.28,2941859,131.46,37488,105.91,2904371,131.79
1978-07-01,18026918,260.61,9779723,288.44,8247195,227.60999999999999,2954321,131.63,37786,105.91,2916535,131.97
1978-08-01,18117760,261.08,9823329,289.02,8294431,227.99,2963628,131.83,37937,105.93,2925691,132.17
1978-09-01,18190597,261.51,9856092,289.55,8334505,228.35000000000002,2970224,132.01,38022,105.94,2932202,132.35
1978-10-01,18254342,261.96,9884921,290.09,8369421,228.73999999999998,2975131,132.2,38037,105.92,2937094,132.54
1978-11-01,18307880,262.52,9908643,290.78,8399237,229.17,2978908,132.47,38186,105.94,2940722,132.81
1978-12-01,18357985,263.19,9928463,291.61,8429522,229.72,2979959,132.77,38291,105.97,2941668,133.12
1979-01-01,18441159,263.91999999999996,9978788,292.52,8462371,230.2,2984992,133.01,38338,105.98,2946654,133.36
1979-02-01,18475194,264.37,9993509,293.04,8481685,230.6,2979127,133.33,38389,106,2940738,133.69
1979-03-01,18524058,264.84000000000003,10009748,293.59,8514310,231.04,2973224,133.68,38465,106.06,2934759,134.04
1979-04-01,18508006,264.95,9996694,293.84000000000003,8511312,231.02,2963109,133.76,38473,105.87,2924636,134.12
1979-05-01,18541993,265.16,10006257,294.15000000000003,8535736,231.18,2963142,133.83,38589,105.77,2924553,134.2
1979-06-01,18589970,291.77,10024217,323.71,8565753,254.4,2965798,147.26,38681,116.15,2927117,147.68
1979-07-01,18652300,292.17,10049255,324.2,8603045,254.76,2970537,147.47,38811,116.17,2931726,147.88
1979-08-01,18717474,292.55,10078277,324.68,8639197,255.05,2975915,147.64,38906,116.13,2937009,148.06
1979-09-01,18786958,292.96,10110746,325.18,8676212,255.41,2981846,147.84,38997,116.13,2942849,148.26
1979-10-01,18856084,293.39,10142888,325.71,8713196,255.78,2986645,148.03,39078,116.1,2947567,148.45
1979-11-01,18917639,293.85,10170462,326.25,8747177,256.19,2990130,148.2,39120,116.1,2951010,148.63
1979-12-01,18970172,294.27,10192475,326.75,8777697,256.54,2991340,148.36,39176,116.01,2952164,148.79
1980-01-01,19060349,294.86,10245617,327.55,8814732,256.88,2994867,148.57,39186,116.01,2955681,149
1980-02-01,19088921,295.26,10258317,328.07,8830604,257.14000000000004,2992853,148.74,39152,115.96,2953701,149.18
1980-03-01,19063824,295.33,10241128,328.31,8822696,257.04,2984124,148.77,39091,115.77,2945033,149.21
1980-04-01,19081889,295.51,10244787,328.62,8837102,257.13,2982936,148.86,39064,115.6,2943872,149.3
1980-05-01,19107624,295.7,10250222,328.91999999999996,8857402,257.27,2980664,148.94,39099,115.53,2941565,149.38
1980-06-01,19167631,338.42999999999995,10278490,376.51,8889141,294.40999999999997,2986812,170.46,39095,132.09,2947717,170.97
1980-07-01,19221311,338.69,10299152,376.87,8922159,294.63,2991632,170.66,39163,132.11,2952469,171.17
1980-08-01,19307669,339.3,10341866,377.61,8965803,295.11,2998282,170.93,39157,132.04,2959125,171.44
1980-09-01,19388504,339.78,10381984,378.19,9006520,295.51,3006209,171.17,39135,131.99,2967074,171.69
1980-10-01,19463918,340.26,10417342,378.77,9046576,295.91999999999996,3012972,171.41,39174,132.04,2973798,171.93
1980-11-01,19524341,340.83,10444818,379.46999999999997,9079523,296.39,3016118,171.68,39212,132.05,2976906,172.2
1980-12-01,19582625,341.40999999999997,10470788,380.18,9111837,296.86,3018008,171.95,39221,132.07,2978787,172.48
1981-01-01,19677075,342.28999999999996,10526252,381.36,9150823,297.36,3019915,172.38,39174,131.94,2980741,172.91
1981-02-01,19678949,342.89,10521158,382.15000000000003,9157791,297.78999999999996,3013678,172.8,38999,131.89,2974679,173.33
1981-03-01,19706332,343.46999999999997,10535053,382.96999999999997,9171279,298.09,3010676,173.15,38833,131.77,2971843,173.69
1981-04-01,19736339,343.69,10549763,383.35,9186576,298.14000000000004,3011156,173.28,38746,131.63,2972410,173.83
1981-05-01,19761598,343.92999999999995,10558379,383.71999999999997,9203219,298.27,3010488,173.43,38737,131.53,2971751,173.97
1981-06-01,19791930,382.83,10571821,427.21999999999997,9220109,331.91999999999996,3009786,193.12,38679,146.12,2971107,193.73
1981-07-01,19854817,383.3,10600709,427.83,9254108,332.28999999999996,3012352,193.41,38635,145.97,2973717,194.03
1981-08-01,19928001,383.81,10635308,428.48999999999995,9292693,332.68,3017517,193.71,38606,145.98,2978911,194.33
1981-09-01,19976257,384.46,10659600,429.21,9316657,333.26,3016815,193.98,38626,145.99,2978189,194.6
1981-10-01,20039216,385.04,10691523,429.88,9347693,333.75,3018087,194.28,38651,145.93,2979436,194.91
1981-11-01,20119289,385.51,10728590,430.47999999999996,9390699,334.13,3024276,194.52,38597,145.92,2985679,195.15
1981-12-01,20195362,385.96999999999997,10766981,431.06,9428381,334.48999999999995,3030815,194.75,38559,145.93,2992256,195.38
1982-01-01,20293570,386.62,10823303,431.86,9470267,334.90999999999997,3032189,195.02,38406,145.97,2993783,195.65
1982-02-01,20332241,386.81,10838352,432.21999999999997,9493889,334.96,3031236,195.21,38325,145.87,2992911,195.84
1982-03-01,20371193,387.08,10854361,432.63,9516832,335.13,3029706,195.41,38243,145.8,2991463,196.05
1982-04-01,20368891,387.17,10849727,432.88,9519164,335.08,3023555,195.53,38130,145.71,2985425,196.16
1982-05-01,20377752,387.22999999999996,10851731,433.08,9526021,335.01,3019708,195.87,38029,145.68,2981679,196.51
1982-06-01,20392236,415.94,10853456,465.3,9538780,359.78,3018726,210.49,37919,156.27,2980807,211.18
1982-07-01,20440782,416.24,10879567,465.66,9561215,360.01,3023713,210.6,37905,156.16,2985808,211.29
1982-08-01,20496876,416.6,10903176,466.17,9593700,360.26,3024259,210.91,37887,156.03,2986372,211.61
1982-09-01,20576674,417.17,10942843,466.89,9633831,360.7,3030844,211.28,37921,156.06,2992923,211.98
1982-10-01,20648497,418.32,10977509,468.28,9670988,361.6,3035160,211.99,37922,156.34,2997238,212.69
1982-11-01,20712512,419.25,11006824,469.40999999999997,9705688,362.37,3038600,212.6,37925,156.46,3000675,213.31
1982-12-01,20763742,419.25,11030037,469.59,9733705,362.21999999999997,3039359,212.49,37903,155.97,3001456,213.2
1983-01-01,20888042,420.31,11110705,471.02,9777337,362.69,3050073,213.26,37882,156.02,3012191,213.98
1983-02-01,20940180,420.97999999999996,11142529,471.92999999999995,9797651,363.04,3052265,213.75,37789,155.98,3014476,214.47
1983-03-01,20958510,421.33,11150437,472.45,9808073,363.21999999999997,3049663,214.07,37678,155.92,3011985,214.79
1983-04-01,20982196,421.64000000000004,11161485,472.96,9820711,363.31,3047858,214.34,37543,155.8,3010315,215.07
1983-05-01,21001347,421.87,11167401,473.3,9833946,363.46999999999997,3046315,214.63,37459,155.64,3008856,215.37
1983-06-01,21060236,422.31,11194052,473.88,9866184,363.78999999999996,3050576,214.96,37505,155.56,3013071,215.7
1983-07-01,21129940,422.8,11227650,474.5,9902290,364.18,3055195,215.27,37478,155.44,3017717,216.01
1983-08-01,21190787,423.24,11256183,474.98999999999995,9934604,364.61,3058820,215.56,37430,155.41,3021390,216.3
1983-09-01,21255713,423.6,11287371,475.4,9968342,364.96,3029659,216.31,37416,155.29,2992243,217.08
1983-10-01,21320045,424.6,11316756,476.64000000000004,10003289,365.72999999999996,3033793,217.09,37419,155.42,2996374,217.86
1983-11-01,21377166,425.6,11341850,477.89,10035316,366.48999999999995,3037941,217.86,37413,155.43,3000528,218.64
1983-12-01,21418860,440.77,11358411,494.96999999999997,10060449,379.56,3039186,225.66,37357,160.79,3001829,226.47
1984-01-01,21498728,441.27,11405047,495.61,10093681,379.87,3040475,225.9,37277,160.68,3003198,226.71
1984-02-01,21531926,441.54,11420422,495.97999999999996,10111504,380.06,3040355,226.09,37185,160.66,3003170,226.9
1984-03-01,21543579,442,11421906,496.55,10121673,380.44,3036803,226.29,37050,160.53,2999753,227.1
1984-04-01,21551294,442.04,11423474,496.66,10127820,380.42999999999995,3035797,226.35,36983,160.34,2998814,227.17
1984-05-01,21560608,442.13,11423352,496.8,10137256,380.52,3033287,226.45,36894,160.22,2996393,227.27
1984-06-01,21588338,442.34000000000003,11431498,497.05,10156840,380.77,3032635,226.63,36800,160.03,2995835,227.45
1984-07-01,21643669,442.66,11457134,497.39,10186535,381.1,3035110,226.84,36713,159.99,2998397,227.66
1984-08-01,21707526,442.81,11487148,497.6,10220378,381.24,3040958,226.95,36698,159.87,3004260,227.77
1984-09-01,21762321,443.14000000000004,11512037,497.98999999999995,10250284,381.53,3044560,227.16,36685,159.81,3007875,227.98
1984-10-01,21804057,443.31,11528796,498.21999999999997,10275261,381.69,3046860,227.3,36612,159.61,3010248,228.12
1984-11-01,21843952,444.74,11541516,499.92999999999995,10302436,382.92999999999995,3047158,228.25,36564,159.89,3010594,229.08
1984-12-01,21906651,460.57,11573021,517.75,10333630,396.53,3050836,236.38,36529,165.44,3014307,237.24
1985-01-01,22001641,461.1,11629480,518.4,10372161,396.84000000000003,3053029,236.63,36472,165.29,3016557,237.49
1985-02-01,22034945,461.37,11644626,518.75,10390319,397.06,3051875,236.79,36362,165.21,3015513,237.66
1985-03-01,22035171,461.56,11640263,518.98,10394908,397.25,3045190,236.94,36199,165.01,3008991,237.81
1985-04-01,22049381,461.66,11644730,519.13,10404651,397.33,3044585,237.06,36135,164.95,3008450,237.92
1985-05-01,22076917,461.71999999999997,11655197,519.22,10421720,397.40999999999997,3046533,237.12,36075,164.77,3010458,237.99
